sentence,aspect,sentiment
지금도 상쾌한 입안을 위해 쓰는 덴티스테 제주도와서 하루종일 여행 후 텁텁한 입안을 상쾌하게 하기 위해 준비해 온 #덴티스테치약,덴티스테치약,positive
"청정 자연에서 얻은 허브, 각종식물에서 추출한 성분이라 입 냄새 원인 제거는 물론 양치 후 입안이 자극적이지 않아 정말 좋아!","청정 자연에서 얻은 허브, 각종식물에서 추출한 성분",positive
부드러운 음파진동이라 서투른 딸이 양치하기에도 구석구석 잘~ 닦이는 거 같아서 좋고 방수되어 목욕시킬 때 가지고 놀기도 해요~,음파진동,positive
#MEGATEN 으로 즐거운 양치를 할 수 있게 된 거 같아서 대만족!,MEGATEN,positive
손톱이 약한 내가 선택한 네일매일,네일매일,positive
"엄마가 화장하는 것에 부쩍 관심이 늘어 요즘 화장대에서 이리저리 해본다고 난린데, 그 와중에 꼭 필요한 선팩트 득템!",선팩트,positive
100% 무기자외선차단 성분으로 더욱 순하게 향도 순하니 좋다!,100% 무기자외선차단 성분,positive
100% 무기자외선차단 성분으로 더욱 순하게 향도 순하니 좋다!,향,positive
아토팜 콩순이 팩트 고마워!,아토팜 콩순이 팩트,positive
#마스크팩추천,마스크팩,positive
건조할땐 역시 마스크팩이 최고죠,마스크팩,positive
유럽인증받은 더마거즈시트라 다른 마스크팩과는 달라도 너무 달라요 ♡,유럽인증받은 더마거즈시트,positive
겨울내내 #베라베르토 #마스크팩 으로 관리해줘야겟어요,베라베르토 #마스크팩,positive
올인원이라 편해요,올인원,positive
끈적이지 않은 제형으로 아침저녁으로 세안후 바르기 딱좋아용,제형,positive
소금샴푸라니 완전 신기해😃,소금샴푸,neutral
거품과 함께 부드럽게 소금과 녹아서 두피청량감과 상쾌함 진짜 쵝오 !,두피청량감과 상쾌함,positive
"빙하수, 해초, 바다소금 성분 함유 묵은 각질까지 오오 🤗","빙하수, 해초, 바다소금 성분",positive
꾸준히 사용중인 내사랑 #카사업 ♡,카사업,positive
한살먹으니깐 왜케 아침에 붓고 탄력도 떨어지고 잔주름까지 정말 피부고민 많았는데 #CAXAUP 으로 얼굴과 목 팔자주름까지 끌어당겨주는중 !,CAXAUP,positive
카사업 쓰고 하루하루 #리즈갱신 해야지,카사업,positive
디즈니쿠션팩트 완전 귀엽다...☺,디즈니쿠션팩트,positive
#마스크팩추천,마스크팩,positive
맘세라마이드성분이 보습해주고 비싸다는 동충하초랑 녹용까지 들어있는 착한 마스크팩~~ ㅎㅎ😊,맘세라마이드성분,positive
맘세라마이드성분이 보습해주고 비싸다는 동충하초랑 녹용까지 들어있는 착한 마스크팩~~ ㅎㅎ😊,동충하초랑 녹용,positive
자연유래성분이 97%이 피부에 자극 없어 최고!,자연유래성분이 97%,positive
수분에센스겔타입이라 끈적임도 없음☝️,수분에센스겔타입,positive
피부에 좋으다는 마스크팩 다 써보는데 요거에 정착해야겠으요 ㅋㅋ,마스크팩,positive
오늘은 왠지 롱 귀걸이가 땡기는 날,롱 귀걸이,positive
저의 셀룰러워터미스트 사랑은 아직 끝나지않았죠,셀룰러워터미스트,positive
요새 외출할때 제 필수템 시티프로텍트미스트에요🤩,시티프로텍트미스트,positive
쓰면 쓸수록 매력있다 #에스테덤 너~~ 👉👈,에스테덤,positive
생기 있는 피부로 가꿔주는 건조할때 쓰면 좋은 #로즈워터 🌹,로즈워터,positive
내 각질 다 잡아먹는 각질토너,각질토너,positive
#아쿠아필 효소 성분과 매실 성분이 각질제거에 최고!,아쿠아필 효소 성분과 매실 성분,positive
"어성초가 모공 속 노폐물과 피지를 제거해주니까 모공, 피지로 고민인 피부엔 요거 딱!",어성초,positive
구름같이 가벼운 보송보송한 텍스쳐라 실키한 마무리 베리굿!,텍스쳐,positive
샴푸로 두피가 스케일링하니까 빨긋했던 두피가 진정되고 청결해지는 느낌~,샴푸,positive
초음파파장 어메이징!!,초음파파장,positive
멘톨성분이 들어 있어 쿨링감에 대만족이라는~,멘톨성분,positive
휴대하기 딱 좋은 사이즈라 지갑에 쏙!,사이즈,positive
🙏 뱃살 없어졌으면 하는 바램으로 요즘 열심히 붙이는 #붙여도좋아,붙여도좋아,positive
오래 지속되는 온열감~~,온열감,positive
폴리페놀이 풍부한 100점 만점 패드네용!,폴리페놀,positive
자세교정에 도움이 될 의자 적극추천 받았으요,의자,positive
자세교정의자 스타일로 바른 자세를 유지할 수 있으니까 s라인을 유지하는 아름다운 몸매에도 좀 욕심을 내봐야지 히히 😜,자세교정의자,positive
사용하기전부터 너무 궁금했던 #연작 #한방앰플,연작 #한방앰플,neutral
피부밸런스를 맞춰주는 #홀플랜트이펙트 성분이 원래의 건강한 피부로 리턴!,홀플랜트이펙트 성분,positive
뽀얀 빛깔의 무겁지 않은 제형이라 끈적임 없이 산뜻하게 흡수되니까 #데일리앰플 로 너무 맘에 듬,제형,positive
요건 은은하게 시트러스향 매력있어요 ㅎㅎ,시트러스향,positive
향까지도 신경써주는 센스 ~,향,positive
#60초 ⏰ #마스크팩추천,60초 ⏰ #마스크팩,positive
손으로 쫙 짜보니까 에센스 어마어마하게 들어가있는데👍🏻,에센스,positive
스킨로션 안발라도 #장미수 가 들어있어 색조화장 잘 먹는다잉 흐흐😁,장미수,positive
#블루트스 이어폰이 좋아서 베프랑 안 걷던 운동도 하고 ㅋㅋ,블루트스 이어폰,positive
"전성분 그린등급 , 유기농원료를 사용해서 믿고 사용할 수 있어요 🌿","전성분 그린등급 , 유기농원료",positive
크림쓰고 엄청 만족스러웠는데 치약도 맘에 쏙! ㅋ,치약,positive
두 아이들이 있다보니 한달에 사용하는 화장지 양도 결코 무시할수 없는데 이왕이면 #친환경휴지 써야지😆,친환경휴지,positive
#우유팩친환경휴지 라서 #착한휴지 확실하다며 쓰는데 3겹이라 도톰하면서 부드럽〰️,3겹,positive
유해성 없는 국내산원단에 엄청 도톰 프리미엄 엠보싱이라 풍성한 거품이 오래 지속되니 주방세제도 적게 사용하는듯〰️,국내산원단,positive
유해성 없는 국내산원단에 엄청 도톰 프리미엄 엠보싱이라 풍성한 거품이 오래 지속되니 주방세제도 적게 사용하는듯〰️,프리미엄 엠보싱,positive
작년에 유용하게 사용했던 앙블랑물티슈 온도계가 다시 부착되어 나왔네요😍,앙블랑물티슈 온도계,positive
더워질수록 세균과 곰팡이가 번식하기 쉬워 걱정했는데 빨간온도계 꼼꼼히 확인하는 깐깐한 엄마가 되자구요😁,빨간온도계,positive
지금까지 봐왔던 교정용 젓가락과 사뭇 다른 비쥬얼인데다가 처음이다보니 과연 잘하려나 거부하진 않을까❔ 걱정했는데 신나는 #팬더송 때문일까 집중해서 보곤 젓가락질 성공✌,교정용 젓가락,neutral
엄청난 짐슴용량이라 더 맘에듬👍,용량,positive
홍삼오일 성분이 진피관리에 도움을 줘서 피부 치밀도를 개선해준다는데 #3DAYS키트 만 써봐도 놀라워서 당장 본품 구매하고 싶어지네요,홍삼오일 성분,positive
홍삼오일 성분이 진피관리에 도움을 줘서 피부 치밀도를 개선해준다는데 #3DAYS키트 만 써봐도 놀라워서 당장 본품 구매하고 싶어지네요,3DAYS키트,positive
요즘은 일부러 바닥에 앉지않고 스타일 프리미엄에 앉아 생활중 ㅋㅋ,스타일 프리미엄,positive
이 얘기를 듣자마자 기존 사용하던 수세미는 버리고 #디어커스 #그레이원데이수세미 사용하고 있어요,디어커스 #그레이원데이수세미,positive
2겹 초극세사 섬유라서 기존 일회용수세미들에 비해 거품도 잘나고 세정력도 뛰어나요,2겹 초극세사 섬유,positive
신생아때부터 사용하기 딱 좋은 #아토오겔,아토오겔,positive
제조사는 모든 제조과정을 꼼꼼히 검수하는 큰 업체는 #코리아나 !,코리아나,positive
수분 가득하고 약산성 제품이라 순한게 울 아들 사용하기에 딱 좋아요,약산성 제품,positive
거뭇거뭇 내 피부를 위해 완죤 핫한 블랙아웃 미백크림 사용중!!,블랙아웃 미백크림,positive
촉촉하면서 끈적이지 않고 보습력도 좋은 미백크림!!,미백크림,positive
"화학 성분 없이 식물성 성분으로 만든 자연주의 화장품으로 피부과 저 자극 테스트 완료 파라벤6종 불검출 검사완료, 기미개선, 피부 톤 개선 임상시험을 완료한 제품이라 더더더 믿을수 있다능!!",식물성 성분,positive
블랙아웃 미백크림 내 피부를 부탁해!!,블랙아웃 미백크림,positive
"pH5.5 약산성이라 순하고, 세안후 피부가 초크초크해~",pH5.5 약산성,positive
거뭇거뭇 한 내 피부를 위해 사용중인 #겟잇뷰티&name&미백크림 으로 핫한 #블랙샷프리미엄 #미백크림,블랙샷프리미엄 #미백크림,positive
#스치기겔 사용중인데 발라주기만 해도 시원해서 붓기가 쏘옥~ 빠지는 느낌!!,스치기겔,positive
제주 마그마성분과 시트러스성분을 머금은 #시원한쿨겔,쿨겔,positive
"#아로마파스 라 팔,다리,어깨 등 #스트레스받을때 발라주기 좋아 #힐링파스 로 추천해요!!",아로마파스,positive
#에끌라두 #더마컨트롤선크림 봄 나들이 필수 선크림으로 추천!!,에끌라두 #더마컨트롤선크림,positive
끈적이지 않는 산뜻한 발림성의 선젤타입이라 좋아좋아!!,발림성,positive
#봄메이크업 하기 좋은 #라끌랑에어쿠션,라끌랑에어쿠션,positive
날이 많이 좋아져서 선물 받았던 우리 #아기이불 #리틀유니콘 #퀼트블랭킷 꺼내서 #낮잠이불 로 덮어 주었더니 세상 너무 편해 보이고 너무 예쁘다능!!,아기이불 #리틀유니콘 #퀼트블랭킷,positive
날이 많이 좋아져서 선물 받았던 우리 #아기이불 #리틀유니콘 #퀼트블랭킷 꺼내서 #낮잠이불 로 덮어 주었더니 세상 너무 편해 보이고 너무 예쁘다능!!,아기이불 #리틀유니콘 #퀼트블랭킷,positive
"머슬린 소재로 안쪽은 따뜻하게 보호되면서도 통기성, 흡수력, 신축성이우수해서 체온조절에도 용이한 자연소재의 #리틀유니콘 #순면블랭킷",머슬린 소재,positive
"머슬린 소재로 안쪽은 따뜻하게 보호되면서도 통기성, 흡수력, 신축성이우수해서 체온조절에도 용이한 자연소재의 #리틀유니콘 #순면블랭킷",리틀유니콘 #순면블랭킷,positive
스틱형이라 사용도편하고 오래쓸수있어 슈퍼그뤠잇~👍,스틱형,positive
스칸디나비아 천연 흡수 소재 생리대로 피부를 편안하게 해주는 #친자연생리대 찾았어요~~,친자연생리대,positive
이제 민감하고 예민한 그날도 자연 그대로를 담은 #라네이처 덕분에 안심할 수 있어 넘 좋아요~,라네이처,positive
#민감피부 인 저도 유기농순면커버로 자극이 없어서 불편함이 줄었어요,유기농순면커버,positive
"등받이와 엉덩이부분이 미끄럼방지 처리되어 있어 혼자 앉히고 씻기기 편하고,, 물받는 표시선까지 있어 물낭비도 줄여준다능!!",미끄럼방지 처리,positive
"등받이와 엉덩이부분이 미끄럼방지 처리되어 있어 혼자 앉히고 씻기기 편하고,, 물받는 표시선까지 있어 물낭비도 줄여준다능!!",물받는 표시선,positive
#두피관리 열심히 하고있는 요즘 열심히 사용중인 #로하셀브레이브포스칼프너리싱헤어토닉액,로하셀브레이브포스칼프너리싱헤어토닉액,positive
평소 청바지에 편안한티를 즐겨입는편이고 스티커즈를 좋아하는데 진짜 내맘에 쏙드는 스니커즈 발견,스니커즈,positive
청바지에 잘어울리는 발이편한 #언코리 #스니커즈!!,언코리 #스니커즈,positive
청바지에 잘어울리는 발이편한 #언코리 #스니커즈!!,언코리 #스니커즈,positive
두피에 좋은 로하셀브레이브포스탈프너리싱헤어토닉액 사용중~,로하셀브레이브포스탈프너리싱헤어토닉액,positive
니코틴산아미드 실리신산 토코페롤아세테이트 등 모발과 모근 모발굵기 강화에 도움을주는 성분함유로 모발을 풍성하게 두피를 건강하게 해주는 두피/모발케어헤어토닉!!,니코틴산아미드 실리신산 토코페롤아세테이트 등,positive
임산부부터 영유아까지 온가족이 안심하고 사용할수 있는 천연화장품 #입솜,천연화장품 #입솜,positive
뚜껑은 버튼을 눌러 원터치로 열수있어 편하고 스쿠알란함유로 더욱 촉촉하고 보습과 진정효과가 좋은 크림!!,뚜껑,positive
뚜껑은 버튼을 눌러 원터치로 열수있어 편하고 스쿠알란함유로 더욱 촉촉하고 보습과 진정효과가 좋은 크림!!,스쿠알란,positive
외출전 화사하게 #에스투엔디 #톤업크림 사용하고있어요!,에스투엔디 #톤업크림,positive
"미백주름개선, 자외선차단(SPF50+,PA+++), 메이크업베이스, 프라이머, 피부보습 이 요 톤업크림 하나로 한번에 가능한 #핑크터치 #올인원톤업크림",핑크터치 #올인원톤업크림,positive
"백탁, 건조함, 유분, 낮은 자외선차단지수와 지속력등 톤업크림의 단점을 보완하고 자연성분이 함유되어 있어 트러블 피부나 예민 피부에도 사용가능하구요!!",자연성분,positive
칼바람에 건조한 피부가 더더더 건조해져 집중관리가 필요한 시기에 사용하기 딱 좋은 #유해성분제로 #아이소이 #코어탄력밤 과 #코어탄력마스크,코어탄력마스크,positive
지친 피부 탄탄하게 탄력을 잡아주는 #코어탄력밤 과 코어탄력크림이 듬뿍 들어있어 1주일에 1회만으로도 관리가능한 #코어탄력마스크 로 촉촉하게 피부 관리중!!,코어탄력마스크,positive
역시 애정하는 아이소이 답다능👍,아이소이,positive
"그래서 제가 사용해본,, 파우더제형에 특화된 놀랍도록 부드러운 럭셔리한 터치감의 럭셔리 브러쉬 리얼테크닉스 파우더블루 컬렉션",터치감,positive
"얼굴전체에 부드럽게 쓸어주는 정밀한커팅으로 하이라이터, 파우더, 쉐이딩에 사용가능한 B01 소프트파우더",B01 소프트파우더,positive
뾰족한 끝모양이 세밀한 컬러표현도 뭉침없이 부드럽게 표현해주는 아이섀도우에 사용가능한 B04 소프트섀도우,B04 소프트섀도우,positive
순하고 가벼운 제형으로 피부에 쏘옥~~,제형,positive
한겨울에도 피부속부터 촉촉한 피부를 만들어주는 #키엘 #울트라훼이셜크림,키엘 #울트라훼이셜크림,positive
완전 신박한 #유모차트레이,유모차트레이,positive
모공을 막지않는 오일프리제형으로 번들거리지 않는 산뜻한 사용감 의 여드름성 피부에 적합한 피지밸런스토너,오일프리제형,positive
필수 수분은 채워주고 과다한 피지를 조절해주는 촉촉한 유.수분밸런스 모이스처라이징,유.수분밸런스 모이스처라이징,positive
여드름성 피부는 닥터지라인으로 맑게 클리어!!!,닥터지라인,positive
"탑셀럽, 여배우들의 고데기 사용 및 잦은 헤어컬러 체인지 등으로 극손상된 모발을 빠르게 회복시키기 위해 계발된 제품으로 &name&, &name&, &name& 등 탑여배우들이 청담 이희 도산파크 살롱에서 실제 케어 받을 때 사용하는 #이희트리트먼트",이희트리트먼트,positive
잔향이 지속되는 매력적인 명품 향기로 정수리 냄새 관리효과,향기,positive
고가의 특허 받은 나노골드 입자가 22가지 아미노산과 수분을 흡착 모발 속으로 흡수시켜줌,나노골드 입자,positive
그래서 1분만에 탄력있고 윤기있는 머릿결 손상 복구가 가능하고 나노골드가 자외선으로부터 모발손상을 보호해주는 효과까지 가능한 이희트리트먼트!!,이희트리트먼트,positive
"IH 밥솥과 인덕션을 합쳐 벌써 1300만대가 팔렸다고 하니, 많은 사람들이 선택 한 건 그만한 이유가 있다는 생각이 들었어요ㅎㅎ",IH 밥솥과 인덕션,positive
쿠쿠의 IH 기술력이 적용된 #전기레인지 를 사용해 보니까 요리를 하기에 좋은 높은 온도까지 정말 빠르게 도달하는 데다 더욱 놀라운 건 그 온도가 일정하게 유지되니까 쿠쿠 #인덕션 으로 정말 다양한 요리 할 수 있겠더라구요!,쿠쿠 #인덕션,positive
게다가 베젤이 없는 심플한 유럽 감성의 디자인은 볼 때마다 흐뭇하구요~,유럽 감성의 디자인,positive
"쿠쿠 하이브리드 인덕션, 장만하길 참 잘했다는 생각이 드는 요즘이에요 J",쿠쿠 하이브리드 인덕션,positive
두께가 얇고 통기성좋아 여름에 쓰기좋고 얇은데도 흡수력좋아서 걱정없이 쓸수있어 #보솜이 #썸머기저귀 안심하며 사용중이에요!,보솜이 #썸머기저귀,positive
코튼이 들어간 #리얼코튼썸머 제품으로 부드럽고 제맘에도 쏙드네요~~,리얼코튼썸머 제품,positive
올여름 #얼굴색소침착 은 #애플린 #올킬크림 으로!!,애플린 #올킬크림,positive
여름에 사용하기 좋은 젤제형으로 부드럽고 촉촉한 발림성 피부에 빠르게 밀착되어 겉돌지않고 끈적이지 않아 산뜻한느낌!!,젤제형,positive
4종 컬러 모두 데일리에 사용하기 좋은 컬러라 실용성도 좋아,4종 컬러,positive
밤새 기저귀해도 보송보송하니까 이리도 신난거니,기저귀,positive
믿고쓰는 여름기저귀 팸퍼스가 있으니까 조금 천천히떼도 괜챦아,여름기저귀 팸퍼스,positive
혼밥할때나 혼술할때 간편하게 꺼내 사용하는 작은 상이 필요했는데 내가 좋아하는 화이트 컬러에 적당한 무게감이라 이거 완전 딱 맘에 든다 히히,화이트 컬러,positive
혼밥할때나 혼술할때 간편하게 꺼내 사용하는 작은 상이 필요했는데 내가 좋아하는 화이트 컬러에 적당한 무게감이라 이거 완전 딱 맘에 든다 히히,무게감,positive
귀요미 스티커들 내맘대로 붙일수 있어 잼난데 비비나 씨씨크림 없이도 요걸로 샤샤샥 !!,스티커들,positive
세탁세제와 유연제가 참 맘에 들었던 르주르♡,르주르,positive
화장품만큼이나 매일 사용하는게 주방세제인데 기름때 제거는 물론 잔류농약까지 제거되고 키친워싱클리너는 찌든때와 탄자국 싹 지워준다하니 와우 !!,주방세제,positive
알록달록 색감도 예쁘고 원목이라 완전 맘에 듦 :-),색감,positive
알록달록 색감도 예쁘고 원목이라 완전 맘에 듦 :-),원목,positive
#베이비댐 사용하니 원하는 만큼은 욕조를 사용할수있어서 경제적이네요,베이비댐,positive
아기부터 6살까지 다사용할수 있으니 우리집은 베이비댐 #욕조칸막이 하나면 #아기목욕 끝이네요❣,베이비댐 #욕조칸막이,positive
"얇고 부드럽고, 솜 뭉침없이 편하게 사용할 수 있고, 바람이 솔솔 통기성도 좋고 초강력 흡수력을 자랑하는 365일 뽀송뽀송 숨쉬는 엉덩이를 만날 수 있는 기저귀♡",기저귀,positive
"아무리 움직여도, 잠자리에서도 편안하게 입고 착용할 수 있고 2세대 흡수코어 씽씽패드로 솜뭉치가 없어 어떤 자세에서도 편안함을 느낄 수 있고 에어링 통기성 겉커버로 사계절 내내 보송하게 사용할 수 있는 기저귀네요",2세대 흡수코어 씽씽패드,positive
"아무리 움직여도, 잠자리에서도 편안하게 입고 착용할 수 있고 2세대 흡수코어 씽씽패드로 솜뭉치가 없어 어떤 자세에서도 편안함을 느낄 수 있고 에어링 통기성 겉커버로 사계절 내내 보송하게 사용할 수 있는 기저귀네요",에어링 통기성 겉커버,positive
요거요거 우리 &name& 맞춤 기저귀로 당첨🎉🎉,기저귀,positive
매일 &name&의 몸에 직접 닿는 아기바디워시인지라 순하면서 자극없고 안전한 성분을 사용해야겠다 생각이 들어서 저자극으로 유해성분이 없는 아기바디워시를 찾다가 에바비바 바디워시를 선택했어요,에바비바 바디워시,positive
EGW 인증된 저자극 안심성분제품으로만 사용하고 작은거품들이 아기의 몸 구석구석을 꼼꼼하게 닦아주며 세정력도 좋으면서 이물감없이 뽀득뽀득 씻겨지는 기분이였어요,EGW 인증된 저자극 안심성분제품,positive
"더러움은 깔끔하게, 피부는 편안하게 만들어주는 이기바디워시 에바비바♡",이기바디워시 에바비바,positive
&name&가 안락해 하니 이번 세이지폴 멀티바운서도 성공♡,세이지폴 멀티바운서,positive
얼릉 #&name& 나오면 사용해 보고 싶은 바운서:D,바운서,positive
안아서 재우지 않아도 꿀잠을 자게 도와주는 기특한 네무리라♡,네무리라,positive
육아 중 젤로 힘들었던 수면을 네무리라를 만난면서 걱정 끝 엄마는 너무 행복해졌어,네무리라,positive
브릴로즈 시카로즈팩 덕분에 요즘 넘 건조했는데 피부 속이 달라졌어용!,브릴로즈 시카로즈팩,positive
"브릴로즈 시카로즈팩은 1장에 마스크팩으로 진정, 보습, 영양, 미백, 수분 5가지 기능이 한번에 들어있어서 마스크팩 하나로 스킨케어를 제대로 할 수 있다는 것이 특징인데욤 ㅎㅎ!",브릴로즈 시카로즈팩,positive
"게다가 다마스크 장미 추출물이 8,800ppm, 다마스크 장미꽃 오일 72ppm, 시카로즈 젤리 에센스 35ml가 들어있어 시중에서 파는 마스크팩과 다르게 짐승 용량을자랑한답니당 ㅎㅎㅎ!","다마스크 장미 추출물이 8,800ppm, 다마스크 장미꽃 오일 72ppm, 시카로즈 젤리 에센스 35ml",positive
"게다가 다마스크 장미 추출물이 8,800ppm, 다마스크 장미꽃 오일 72ppm, 시카로즈 젤리 에센스 35ml가 들어있어 시중에서 파는 마스크팩과 다르게 짐승 용량을자랑한답니당 ㅎㅎㅎ!",용량,positive
예민한 피부라서 마스크팩 잘못 사용하면 피부가 붉어지고 가려운데 ㅎㅎㅎ 브릴로즈 시카로즈 하이드레이팅 마스크팩은 사용하자마자 피부가 더 좋아보이면 어떡하죠 ㅎㅎ,브릴로즈 시카로즈 하이드레이팅 마스크팩,positive
내 피부 컨디션에 맞게 사용하는 코스알엑스 하이드리움 4종 +_+!,코스알엑스 하이드리움 4종,positive
"코스알엑스에서 새롭게 출시한 ‘속건조 잡는’ 하이드리움 라인은 양질의 영국산 프로 비타민 B5(D-판테놀)을 사용해 수분충전과 재생, 항염을 도와주는데욤!",영국산 프로 비타민 B5,positive
"내 피부 컨디션에 따라 수분진정, 수분집중 앰플과 크림을 골라 사용할 수 있는데 먼저 피부가 예민해져서 고민이신 분들... 수부지피부이신 분들은 #수분진정 라인을 !",수분진정 라인,positive
피부가 건조해서 거칠어지신 분들... 피부 속과 겉 모두 건조하신 분들은 #수분집중 라인을 선택해주시면 되겠습니당!, #수분집중 라인,positive
당연히 쟁여놔야할 필수템은 NEW 아이소이 잡티세럼Ⅱ 한정세트 ★,NEW 아이소이 잡티세럼Ⅱ 한정세트,positive
피부표현 너무 에뻐서 깜짝 놀랬던 루나 코어 핏 파운데이션 ★,루나 코어 핏 파운데이션,positive
고체형 파운데이션은 화장이 금방 무너져서 사용을 안했었는데 루나스틱파운데이션은 촉촉하고 완벽한 커버로 하루종일 핏되서 화사하게 유지가 된다 +ㅁ+!,루나스틱파운데이션,positive
브러쉬가 함께 내장되어 있어서 언제 어디서나 화장을 할 수 있어 짱짱!,브러쉬,positive
특히 삼성 노트북 Pen S에 내장된 S펜은 정말 볼펜이나 연필로 글씨를 쓰는 것처럼도 편하게 사용이 가능하고 언제 어느 때나 필기도 그림도 그릴 수 있어서 넘 좋다!,삼성 노트북 Pen S에 내장된 S펜,positive
Nebo 앱을 활용하면 문서에도 활용할 수 있어 너무 편하다 ㅎ_ㅎ,Nebo 앱,positive
2019년 나와 함께할 새로운 노트북 찾으신다면 삼성 노트북 Pen S와 함께 해보세요!,삼성 노트북 Pen S,positive
한번만 뿌려주면 세럼 + 토너 + 미스트의 모든 촉촉함을 다 느껴볼 수 있었던 맥클린코스메틱 시크릿세럼부스터로 한번에 퐉! 촉촉해져봤어용!,맥클린코스메틱 시크릿세럼부스터,positive
요즘 제가 관리를 잘해서 수분도가 34.9%로 부쩍 올랐는데 여기에서 만족하지 않고 시크릿세럼부스터를 뿌리고 나서 더더욱! 촉촉해진 제 피부 !,시크릿세럼부스터,positive
실제로 위치하젤수가 여드름과 트러블에 효과적이라 트러블이 있을때 뿌려주면 아주 좋겠더라구요,위치하젤수,positive
미니백이라 무겁지도 않은데 수납공간도 넉넉해서 카메라도 들어가고 화장품도 들어가고 헤드셋 넣어도 넉넉했던 가스톤루가 여자백팩추천 ★,미니백,positive
미니백이라 무겁지도 않은데 수납공간도 넉넉해서 카메라도 들어가고 화장품도 들어가고 헤드셋 넣어도 넉넉했던 가스톤루가 여자백팩추천 ★,가스톤루가 여자백팩,positive
화장부터 피부속 노폐물까지~ 싹다 말끔하게 지워주는 구달 블랙솔트 딥클렌징 라인 2종 사용해봤답니당 >_,구달 블랙솔트 딥클렌징 라인 2종,positive
그 와중에 리뷰하며 넘나 킁킁 내 취향이었던 남자 바디스프레이!!,남자 바디스프레이,positive
"15,000원이란 엄청난 가성비에 >_< 향까지 넘나 매력적인 니치향이라서 남친 2개주고 아빠1개줬땅!!!",니치향,positive
향별로 매력이 넘나 강려크하여 자꾸 킁킁 대고 싶은 남친에게 꼭 주고싶은 헤이톰 바디스프레이 >_<!,헤이톰 바디스프레이,positive
#설화수 #설안팩 사용한 뒤로는 자고 일어나면 피부가 투명해진게 느껴져용 😍,설화수 #설안팩,positive
요즘 #자외선 이 심해서인지 피부가 칙칙했었는뎅 #수면팩 으로 자면서 투명하게~,수면팩,positive
“Have a Good Night with 설안팩”,설안팩,positive
인마이화장대 #인생에센스 😍😍,에센스,positive
사용 직전 적셔 사용하는 #듀얼마스크팩 이라 위생적이고 #에센스 의 신선함 가득😍,듀얼마스크팩,positive
사용 직전 적셔 사용하는 #듀얼마스크팩 이라 위생적이고 #에센스 의 신선함 가득😍,에센스,positive
거기에 청정지역 제주의 #동백꽃추출물 뿐 아니라 바이오디톡스 #히알루론산 등 유효성분이 아낌없이 💋💋,청정지역 제주의 #동백꽃추출물,positive
거기에 청정지역 제주의 #동백꽃추출물 뿐 아니라 바이오디톡스 #히알루론산 등 유효성분이 아낌없이 💋💋,바이오디톡스 #히알루론산 등 유효성분,positive
기타 일반 #화장품 에 비해 4~200배의 히알루론산 함유했다니 대박이쥬?,4~200배의 히알루론산,positive
#자수정모델링팩 하나면 피부관리실에 온 듯 수분감 폭발!!,자수정모델링팩,positive
친구꺼 #임부복 사주려고 둘러보다 #봄옷 신상 이쁜거 많길래 제껏도 질렀네요😆😆,봄옷 신상,positive
패키지도 심플하고 딱 내가 좋아하는 향기,패키지,positive
패키지도 심플하고 딱 내가 좋아하는 향기,향기,positive
데일리 #향수 로 사용하기 무난하겠엉 😆😆,향수,neutral
쫀쫀한 제형이 가볍고 수분감 가득하게 발리는게 요즘 사용하기 딱 좋아!,제형,positive
쫀쫀한 제형이 가볍고 수분감 가득하게 발리는게 요즘 사용하기 딱 좋아!,수분감,positive
청정지역 뉴질랜드 자연에서 얻은 천연 유래 원료로 만든만큼 믿음가용😍,뉴질랜드 자연에서 얻은 천연 유래 원료,positive
요즘들어 자극 받은 내 피부를 위해 #천연계면활성제 로 만들어진 #올인원클렌저 쓰고 있어요 😃😃,올인원클렌저,positive
#약산성클렌저 라 얼굴이나 눈도 따갑지고 않고 사용 후에 미끌미끌 한게 진짜 천연 유래 성분이구나 ! 싶은 느낌,천연 유래 성분,positive
모공 브러쉬도 있어서 더욱 구석구석 세안력도 좋아😎,모공 브러쉬,positive
지성이라 그런지 시간 지나면 막 번들거리는데 요건 68%이상 에센스를 함유해서 촉촉하면서도 끈적임 없는게 나한테 딱맞아!,68%이상 에센스,positive
다음 주에 동남아여행 앞두고 #자외선차단 더 신경쓰였는데 자외선뿐 아니라 근적외선까지 차단해서 태양열과 빛으로부터 지켜주는 #열광자차 라니 참 든든해요 🙆‍♂️,열광자차,positive
기분 좋아지는 #르주르 #섬유유연제 💕,르주르 #섬유유연제,positive
새로 주문할 때 마다 참 기분 좋아지는 패키지,패키지,positive
FashioN `팔로우미10` mc &name&가 운동복 니트 관리를 르주르로 하던데 은은한 향기가 솔솔 ~,향기,positive
요즘 나 나갈 때 #복숭아선크림 하나만 바르고 외출하쟈나 😆,복숭아선크림,positive
UVA UVB 강한 #자외선차단 까지 해주니까 #닥터뉴엘 #자외선차단제 하나로 #외출준비 끝,닥터뉴엘 #자외선차단제,positive
그럴때면 #아이투오미니 한번씩 넣어줘요~,아이투오미니,positive
#무방부제 #인공눈물 이라 렌즈 착용한 상태에서도 사용 가능하고 간편하게 하나씩 챙길 수 있어 편하더라고요,무방부제 #인공눈물,positive
짠! 요즘 핫한 #AHC #레드세럼 저도 사용해봤어요 😆,AHC #레드세럼,positive
